56;01.06.2021;М02;39;Поставка;20;344
57;01.06.2021;М02;39;Продажа;12;492
58;01.06.2021;М02;40;Поставка;20;235
59;01.06.2021;М02;40;Продажа;16;262
60;01.06.2021;М02;41;Поставка;40;126
61;01.06.2021;М02;44;Продажа;33;76
62;01.06.2021;М02;45;Продажа;7;54
63;01.06.2021;М02;52;Поставка;100;34
64;01.06.2021;М02;55;Поставка;50;44
65;01.06.2021;М02;57;Продажа;48;413
66;01.06.2021;М02;59;Поставка;30;236
67;01.06.2021;М03;2;Поставка;30;73
68;01.06.2021;М03;6;Продажа;32;198
69;01.06.2021;М03;8;Поставка;50;59
70;01.06.2021;М03;14;Продажа;25;243
71;01.06.2021;М03;17;Поставка;20;202
72;01.06.2021;М03;18;Продажа;72;81
73;01.06.2021;М03;19;Поставка;30;202
74;01.06.2021;М03;20;Поставка;100;95
75;01.06.2021;М03;22;Поставка;10;298
76;01.06.2021;М03;25;Продажа;18;168
77;01.06.2021;М03;28;Поставка;30;41
78;01.06.2021;М03;29;Поставка;100;36
79;01.06.2021;М03;29;Продажа;88;47
80;01.06.2021;М03;31;Продажа;37;46
81;01.06.2021;М03;35;Поставка;50;57
82;01.06.2021;М03;35;Продажа;69;58
83;01.06.2021;М03;38;Поставка;30;74
84;01.06.2021;М03;38;Продажа;26;90
85;01.06.2021;М03;41;Поставка;40;91
86;01.06.2021;М03;42;Поставка;20;61
87;01.06.2021;М03;48;Поставка;50;131
88;01.06.2021;М03;59;Продажа;27;266
89;01.06.2021;М03;62;Поставка;10;143
90;01.06.2021;М03;63;Поставка;10;283
91;01.06.2021;М03;64;Продажа;69;65
92;01.06.2021;М04;1;Поставка;20;224
93;01.06.2021;М04;2;Поставка;30;86
94;01.06.2021;М04;3;Поставка;50;87
95;01.06.2021;М04;8;Продажа;70;50
96;01.06.2021;М04;9;Поставка;40;100
97;01.06.2021;М04;12;Поставка;40;165
98;01.06.2021;М04;15;Поставка;20;64
99;01.06.2021;М04;16;Продажа;17;472
100;01.06.2021;М04;18;Поставка;50;50
101;01.06.2021;М04;18;Продажа;82;78
102;01.06.2021;М04;20;Продажа;109;94
103;01.06.2021;М04;24;Поставка;40;191
104;01.06.2021;М04;24;Продажа;27;259
105;01.06.2021;М04;25;Продажа;15;115
106;01.06.2021;М04;26;Поставка;50;72
107;01.06.2021;М04;28;Продажа;29;35
108;01.06.2021;М04;29;Продажа;66;45
109;01.06.2021;М04;30;Поставка;30;163
110;01.06.2021;М04;37;Поставка;50;67
111;01.06.2021;М04;38;Продажа;36;81
112;01.06.2021;М04;41;Поставка;50;113
113;01.06.2021;М04;41;Продажа;33;112
114;01.06.2021;М04;42;Поставка;20;59
115;01.06.2021;М04;54;Поставка;50;88
116;01.06.2021;М04;55;Поставка;40;48
117;01.06.2021;М04;57;Поставка;50;281
118;01.06.2021;М04;57;Продажа;39;479
119;01.06.2021;М04;58;Поставка;10;150
120;01.06.2021;М04;62;Поставка;10;98
121;01.06.2021;М04;63;Поставка;10;269
122;01.06.2021;М04;64;Продажа;53;53
123;01.06.2021;М05;3;Продажа;114;86
124;01.06.2021;М05;6;Поставка;50;203
125;01.06.2021;М05;11;Продажа;35;251
126;01.06.2021;М05;13;Продажа;133;45
127;01.06.2021;М05;14;Продажа;65;200
128;01.06.2021;М05;16;Продажа;30;572
129;01.06.2021;М05;17;Поставка;50;153
130;01.06.2021;М05;17;Продажа;50;236
131;01.06.2021;М05;19;Поставка;50;157
132;01.06.2021;М05;19;Продажа;66;169
133;01.06.2021;М05;21;Поставка;50;153
134;01.06.2021;М05;21;Продажа;40;162
135;01.06.2021;М05;22;Поставка;10;287
136;01.06.2021;М05;27;Поставка;20;413
137;01.06.2021;М05;27;Продажа;19;315
138;01.06.2021;М05;28;Поставка;100;43
139;01.06.2021;М05;30;Продажа;69;236
140;01.06.2021;М05;31;Поставка;100;44
141;01.06.2021;М05;38;Продажа;63;69
142;01.06.2021;М05;40;Продажа;36;212
143;01.06.2021;М05;41;Продажа;89;135
144;01.06.2021;М05;43;Продажа;54;106
145;01.06.2021;М05;46;Продажа;59;58
146;01.06.2021;М05;48;Продажа;75;138
147;01.06.2021;М05;51;Продажа;23;555
148;01.06.2021;М05;52;Поставка;200;32
149;01.06.2021;М05;53;Поставка;50;69
150;01.06.2021;М05;54;Поставка;100;102
151;01.06.2021;М05;59;Продажа;47;288
152;01.06.2021;М05;60;Продажа;30;222
153;01.06.2021;М05;62;Продажа;20;180
154;01.06.2021;М05;63;Продажа;11;223
155;01.06.2021;М06;1;Поставка;100;185
156;01.06.2021;М06;3;Продажа;361;108
157;01.06.2021;М06;4;Продажа;156;20
158;01.06.2021;М06;7;Продажа;113;36
159;01.06.2021;М06;9;Продажа;339;79
160;01.06.2021;М06;16;Поставка;100;364
161;01.06.2021;М06;17;Продажа;156;165
162;01.06.2021;М06;18;Поставка;600;47
163;01.06.2021;М06;18;Продажа;570;54
164;01.06.2021;М06;20;Поставка;600;84
165;01.06.2021;М06;20;Продажа;678;107
166;01.06.2021;М06;21;Продажа;144;207
167;01.06.2021;М06;22;Поставка;50;308
168;01.06.2021;М06;24;Поставка;300;182
169;01.06.2021;М06;24;Продажа;240;162
170;01.06.2021;М06;25;Продажа;144;121
171;01.06.2021;М06;27;Поставка;50;406
172;01.06.2021;М06;29;Продажа;557;33
173;01.06.2021;М06;30;Продажа;207;194
174;01.06.2021;М06;31;Поставка;400;49
175;01.06.2021;М06;32;Продажа;325;61
176;01.06.2021;М06;33;Продажа;248;55
177;01.06.2021;М06;34;Продажа;319;115
178;01.06.2021;М06;35;Поставка;400;56
179;01.06.2021;М06;38;Поставка;200;71
180;01.06.2021;М06;39;Поставка;100;400
181;01.06.2021;М06;40;Продажа;135;315
182;01.06.2021;М06;41;Поставка;300;105
183;01.06.2021;М06;41;Продажа;303;141
184;01.06.2021;М06;42;Поставка;200;75
185;01.06.2021;М06;44;Поставка;200;61
186;01.06.2021;М06;46;Поставка;300;47
187;01.06.2021;М06;49;Поставка;500;49
188;01.06.2021;М06;50;Поставка;100;68
189;01.06.2021;М06;53;Продажа;311;88
190;01.06.2021;М06;59;Поставка;200;164
191;01.06.2021;М07;3;Поставка;100;66
192;01.06.2021;М07;6;Поставка;50;149
193;01.06.2021;М07;9;Поставка;50;97
194;01.06.2021;М07;14;Поставка;50;192
195;01.06.2021;М07;22;Продажа;13;378
196;01.06.2021;М07;25;Продажа;35;109
197;01.06.2021;М07;32;Поставка;100;50
198;01.06.2021;М07;33;Продажа;81;62
199;01.06.2021;М07;36;Поставка;40;350
200;01.06.2021;М07;37;Поставка;100;72
201;01.06.2021;М07;38;Продажа;55;81
202;01.06.2021;М07;40;Поставка;30;189
203;01.06.2021;М07;42;Продажа;49;95
204;01.06.2021;М07;48;Поставка;100;115
205;01.06.2021;М07;51;Поставка;20;418
206;01.06.2021;М07;51;Продажа;24;337
207;01.06.2021;М07;55;Поставка;50;44
208;01.06.2021;М07;56;Поставка;50;98
209;01.06.2021;М07;57;Продажа;100;383
210;01.06.2021;М07;59;Продажа;42;246
211;01.06.2021;М07;60;Продажа;30;195
212;01.06.2021;М07;61;Поставка;20;103
213;01.06.2021;М07;61;Продажа;17;92
214;01.06.2021;М07;62;Поставка;20;127
215;01.06.2021;М08;1;Поставка;200;194
216;01.06.2021;М08;3;Продажа;428;85
217;01.06.2021;М08;8;Продажа;585;72
218;01.06.2021;М08;9;Поставка;300;89
219;01.06.2021;М08;11;Продажа;125;282
220;01.06.2021;М08;12;Продажа;293;176
221;01.06.2021;М08;13;Продажа;466;56
222;01.06.2021;М08;14;Поставка;200;184
223;01.06.2021;М08;18;Продажа;647;84
224;01.06.2021;М08;20;Продажа;825;89
225;01.06.2021;М08;21;Поставка;200;178
226;01.06.2021;М08;22;Поставка;50;315
227;01.06.2021;М08;23;Поставка;100;560
228;01.06.2021;М08;36;Продажа;168;473
229;01.06.2021;М08;37;Продажа;428;73
230;01.06.2021;М08;38;Поставка;200;60
231;01.06.2021;М08;40;Поставка;100;216
232;01.06.2021;М08;41;Поставка;300;126
233;01.06.2021;М08;44;Продажа;215;58
234;01.06.2021;М08;45;Поставка;50;36
235;01.06.2021;М08;46;Поставка;200;49
236;01.06.2021;М08;49;Продажа;501;66
237;01.06.2021;М08;52;Продажа;788;39
238;01.06.2021;М08;53;Поставка;200;58
239;01.06.2021;М08;55;Продажа;392;66
240;01.06.2021;М08;59;Продажа;226;190
241;01.06.2021;М08;61;Поставка;100;85
242;01.06.2021;М08;63;Поставка;50;221
243;01.06.2021;М08;64;Поставка;500;47
244;01.06.2021;М09;4;Поставка;10;16
245;01.06.2021;М09;5;Продажа;31;41
246;01.06.2021;М09;11;Поставка;10;187
247;01.06.2021;М09;13;Поставка;40;50
248;01.06.2021;М09;15;Поставка;10;45
249;01.06.2021;М09;15;Продажа;12;63
250;01.06.2021;М09;18;Поставка;30;55
251;01.06.2021;М09;18;Продажа;36;71
252;01.06.2021;М09;23;Поставка;10;440
253;01.06.2021;М09;23;Продажа;9;475
254;01.06.2021;М09;27;Поставка;10;340
255;01.06.2021;М09;29;Поставка;30;30
256;01.06.2021;М09;31;Поставка;20;46
257;01.06.2021;М09;31;Продажа;20;71
258;01.06.2021;М09;34;Поставка;20;83
259;01.06.2021;М09;34;Продажа;24;133
260;01.06.2021;М09;35;Продажа;39;54
261;01.06.2021;М09;36;Поставка;10;308
262;01.06.2021;М09;37;Продажа;25;76
263;01.06.2021;М09;39;Поставка;10;444
264;01.06.2021;М09;39;Продажа;5;472
265;01.06.2021;М09;41;Поставка;20;125
266;01.06.2021;М09;44;Поставка;20;68
267;01.06.2021;М09;45;Продажа;4;38
268;01.06.2021;М09;46;Продажа;13;64
269;01.06.2021;М09;47;Поставка;10;550
270;01.06.2021;М09;50;Поставка;10;92
271;01.06.2021;М09;50;Продажа;6;119
272;01.06.2021;М09;56;Поставка;10;104
273;01.06.2021;М09;56;Продажа;11;82
274;01.06.2021;М09;58;Продажа;6;219
275;01.06.2021;М09;63;Продажа;2;298
276;01.06.2021;М09;64;Поставка;40;38
277;01.06.2021;М10;3;Поставка;50;62
278;01.06.2021;М10;4;Продажа;20;14
279;01.06.2021;М10;6;Продажа;26;247
280;01.06.2021;М10;9;Продажа;41;121
281;01.06.2021;М10;10;Поставка;30;170
282;01.06.2021;М10;10;Продажа;22;246
283;01.06.2021;М10;11;Поставка;20;198
284;01.06.2021;М10;14;Поставка;30;177
285;01.06.2021;М10;16;Поставка;20;392
286;01.06.2021;М10;17;Поставка;20;177
287;01.06.2021;М10;18;Поставка;100;53
288;01.06.2021;М10;19;Продажа;33;247
289;01.06.2021;М10;22;Поставка;10;413
290;01.06.2021;М10;29;Поставка;100;30
291;01.06.2021;М10;31;Продажа;46;67
292;01.06.2021;М10;32;Продажа;33;50
293;01.06.2021;М10;33;Поставка;40;48
294;01.06.2021;М10;33;Продажа;36;71
295;01.06.2021;М10;34;Продажа;36;94
296;01.06.2021;М10;35;Поставка;50;56
297;01.06.2021;М10;35;Продажа;65;72
298;01.06.2021;М10;37;Поставка;50;65
299;01.06.2021;М10;37;Продажа;55;102
300;01.06.2021;М10;38;Поставка;30;79
301;01.06.2021;М10;41;Поставка;50;121
302;01.06.2021;М10;42;Поставка;20;75
303;01.06.2021;М10;42;Продажа;23;59
304;01.06.2021;М10;47;Поставка;20;517
305;01.06.2021;М10;52;Поставка;100;26
306;01.06.2021;М10;55;Поставка;40;50
307;01.06.2021;М10;56;Продажа;28;97
308;01.06.2021;М10;59;Поставка;30;188
309;01.06.2021;М10;61;Поставка;10;90
310;01.06.2021;М10;64;Поставка;50;52
311;01.06.2021;М11;3;Поставка;400;69
312;01.06.2021;М11;8;Поставка;500;43
313;01.06.2021;М11;8;Продажа;403;64
314;01.06.2021;М11;9;Поставка;300;79
315;01.06.2021;М11;18;Поставка;500;54
316;01.06.2021;М11;18;Продажа;659;54
317;01.06.2021;М11;21;Продажа;176;254
318;01.06.2021;М11;23;Продажа;105;625
319;01.06.2021;М11;24;Поставка;200;160
320;01.06.2021;М11;29;Продажа;531;32
321;01.06.2021;М11;33;Продажа;286;56
322;01.06.2021;М11;34;Поставка;400;89
323;01.06.2021;М11;36;Продажа;150;371
324;01.06.2021;М11;37;Продажа;501;69
325;01.06.2021;М11;38;Поставка;200;60
326;01.06.2021;М11;39;Продажа;109;368
327;01.06.2021;М11;42;Поставка;200;57
328;01.06.2021;М11;46;Продажа;228;51
329;01.06.2021;М11;49;Поставка;600;54
330;01.06.2021;М11;51;Поставка;100;303
331;01.06.2021;М11;53;Продажа;322;74
332;01.06.2021;М11;54;Продажа;604;99
333;01.06.2021;М11;55;Поставка;400;48
334;01.06.2021;М11;57;Поставка;300;353
335;01.06.2021;М11;59;Поставка;200;166
336;01.06.2021;М11;61;Поставка;100;96
337;01.06.2021;М12;12;Поставка;200;146
338;01.06.2021;М12;12;Продажа;332;235
339;01.06.2021;М12;15;Поставка;200;66
340;01.06.2021;М12;16;Продажа;156;528
341;01.06.2021;М12;17;Продажа;204;204
342;01.06.2021;М12;18;Поставка;700;51
343;01.06.2021;М12;18;Продажа;547;71
344;01.06.2021;М12;19;Поставка;200;184
345;01.06.2021;М12;19;Продажа;309;265
346;01.06.2021;М12;21;Продажа;147;257
347;01.06.2021;М12;23;Поставка;100;570
348;01.06.2021;М12;23;Продажа;143;750
349;01.06.2021;М12;28;Поставка;300;30
350;01.06.2021;М12;28;Продажа;274;48
351;01.06.2021;М12;30;Продажа;268;264
352;01.06.2021;М12;31;Поставка;300;56
353;01.06.2021;М12;33;Поставка;200;48
354;01.06.2021;М12;34;Продажа;330;92
355;01.06.2021;М12;38;Поставка;300;66
356;01.06.2021;М12;41;Продажа;345;116
357;01.06.2021;М12;45;Продажа;67;41
358;01.06.2021;М12;46;Продажа;238;47
359;01.06.2021;М12;47;Поставка;100;526
360;01.06.2021;М12;51;Поставка;100;377
361;01.06.2021;М12;52;Поставка;900;27
362;01.06.2021;М12;53;Поставка;300;62
363;01.06.2021;М12;55;Продажа;388;62
364;01.06.2021;М12;57;Продажа;322;389
365;01.06.2021;М12;60;Продажа;108;162
366;01.06.2021;М12;62;Продажа;66;120
367;01.06.2021;М13;2;Продажа;29;110
368;01.06.2021;М13;5;Поставка;50;42
369;01.06.2021;М13;6;Поставка;40;200
370;01.06.2021;М13;7;Продажа;15;42
371;01.06.2021;М13;9;Поставка;40;89
372;01.06.2021;М13;9;Продажа;40;99
373;01.06.2021;М13;11;Поставка;10;194
374;01.06.2021;М13;15;Поставка;30;59
375;01.06.2021;М13;15;Продажа;24;51
376;01.06.2021;М13;16;Поставка;20;348
377;01.06.2021;М13;17;Поставка;20;170
378;01.06.2021;М13;17;Продажа;23;202
379;01.06.2021;М13;18;Продажа;70;71
380;01.06.2021;М13;23;Поставка;10;555
381;01.06.2021;М13;28;Поставка;30;41
382;01.06.2021;М13;28;Продажа;30;49
383;01.06.2021;М13;29;Поставка;100;29
384;01.06.2021;М13;31;Продажа;37;51
385;01.06.2021;М13;37;Продажа;45;70
386;01.06.2021;М13;38;Поставка;30;57
387;01.06.2021;М13;39;Поставка;20;364
388;01.06.2021;М13;41;Поставка;40;106
389;01.06.2021;М13;49;Продажа;66;73
390;01.06.2021;М13;51;Продажа;14;363
391;01.06.2021;М13;55;Продажа;39;40
392;01.06.2021;М13;56;Продажа;28;132
393;01.06.2021;М13;60;Поставка;10;122
394;01.06.2021;М13;60;Продажа;16;221
395;01.06.2021;М13;62;Поставка;10;138
396;01.06.2021;М13;64;Поставка;100;43
397;01.06.2021;М13;64;Продажа;60;58
398;01.06.2021;М14;1;Продажа;9;227
399;01.06.2021;М14;5;Продажа;31;36
400;01.06.2021;М14;6;Продажа;16;247
401;01.06.2021;М14;10;Поставка;10;213
402;01.06.2021;М14;11;Продажа;7;284
403;01.06.2021;М14;12;Поставка;20;138
404;01.06.2021;М14;12;Продажа;17;232
405;01.06.2021;М14;13;Поставка;40;48
406;01.06.2021;М14;17;Поставка;10;199
407;01.06.2021;М14;18;Поставка;50;52
408;01.06.2021;М14;20;Продажа;37;103
409;01.06.2021;М14;22;Продажа;3;413
410;01.06.2021;М14;27;Продажа;6;378
411;01.06.2021;М14;28;Поставка;20;44
412;01.06.2021;М14;29;Продажа;41;46
413;01.06.2021;М14;30;Поставка;20;213
414;01.06.2021;М14;32;Поставка;20;56
415;01.06.2021;М14;32;Продажа;19;74
416;01.06.2021;М14;33;Продажа;19;52
417;01.06.2021;М14;36;Поставка;10;308
418;01.06.2021;М14;38;Продажа;16;63
419;01.06.2021;М14;43;Продажа;12;91
420;01.06.2021;М14;46;Поставка;20;55
421;01.06.2021;М14;47;Поставка;10;447
422;01.06.2021;М14;47;Продажа;8;550
423;01.06.2021;М14;50;Поставка;10;80
424;01.06.2021;М14;50;Продажа;6;108
425;01.06.2021;М14;55;Продажа;22;40
426;01.06.2021;М14;56;Поставка;20;104
427;01.06.2021;М14;58;Продажа;6;211
428;01.06.2021;М14;59;Продажа;13;286
429;01.06.2021;М14;63;Поставка;10;269
430;01.06.2021;М15;2;Поставка;20;84
431;01.06.2021;М15;5;Поставка;20;41
432;01.06.2021;М15;7;Поставка;10;31
433;01.06.2021;М15;8;Поставка;30;48
434;01.06.2021;М15;9;Поставка;20;99
435;01.06.2021;М15;11;Поставка;10;196
436;01.06.2021;М15;12;Поставка;20;182
437;01.06.2021;М15;12;Продажа;14;219
438;01.06.2021;М15;13;Продажа;35;45
439;01.06.2021;М15;14;Продажа;14;241
440;01.06.2021;М15;16;Поставка;10;356
441;01.06.2021;М15;18;Продажа;42;74
442;01.06.2021;М15;25;Поставка;10;125
443;01.06.2021;М15;28;Продажа;21;35
444;01.06.2021;М15;33;Поставка;20;50
445;01.06.2021;М15;34;Продажа;19;96
446;01.06.2021;М15;36;Продажа;10;347
447;01.06.2021;М15;41;Продажа;20;99
448;01.06.2021;М15;43;Поставка;10;96
449;01.06.2021;М15;43;Продажа;12;112
450;01.06.2021;М15;46;Поставка;20;40
451;01.06.2021;М15;47;Продажа;9;545
452;01.06.2021;М15;48;Поставка;20;100
453;01.06.2021;М15;50;Поставка;10;74
454;01.06.2021;М15;52;Поставка;50;28
455;01.06.2021;М15;57;Поставка;20;333
456;01.06.2021;М15;62;Продажа;4;152
457;01.06.2021;М15;64;Поставка;30;47
458;01.06.2021;М16;15;Продажа;115;55
459;01.06.2021;М16;17;Поставка;100;165
460;01.06.2021;М16;17;Продажа;85;179
461;01.06.2021;М16;18;Продажа;335;54
462;01.06.2021;М16;20;Поставка;300;95
463;01.06.2021;М16;20;Продажа;361;120
464;01.06.2021;М16;22;Поставка;30;350
465;01.06.2021;М16;24;Поставка;100;203
466;01.06.2021;М16;25;Продажа;56;170
467;01.06.2021;М16;27;Поставка;40;333
468;01.06.2021;М16;29;Поставка;300;39
469;01.06.2021;М16;31;Поставка;200;43
470;01.06.2021;М16;34;Поставка;200;111
471;01.06.2021;М16;40;Поставка;50;232
472;01.06.2021;М16;43;Продажа;85;118
473;01.06.2021;М16;44;Продажа;107;65
474;01.06.2021;М16;50;Продажа;45;101
475;01.06.2021;М16;55;Продажа;187;59
476;01.06.2021;М16;60;Продажа;71;219
477;01.06.2021;М16;62;Поставка;30;137
478;01.06.2021;М16;64;Поставка;200;52
479;01.06.2021;М16;64;Продажа;215;42
480;01.06.2021;М17;3;Поставка;200;80
481;01.06.2021;М17;3;Продажа;159;106
482;01.06.2021;М17;7;Поставка;50;40
483;01.06.2021;М17;8;Поставка;300;44
484;01.06.2021;М17;8;Продажа;199;64
485;01.06.2021;М17;11;Продажа;62;227
486;01.06.2021;М17;12;Поставка;200;173
487;01.06.2021;М17;15;Поставка;100;44
488;01.06.2021;М17;16;Поставка;100;388
489;01.06.2021;М17;25;Поставка;100;112
490;01.06.2021;М17;26;Поставка;200;64
491;01.06.2021;М17;31;Поставка;200;42
492;01.06.2021;М17;31;Продажа;184;48
493;01.06.2021;М17;32;Поставка;200;53
494;01.06.2021;М17;38;Поставка;100;68
495;01.06.2021;М17;39;Поставка;50;364
496;01.06.2021;М17;42;Поставка;50;57
497;01.06.2021;М17;42;Продажа;87;90
498;01.06.2021;М17;43;Поставка;100;78
499;01.06.2021;М17;43;Продажа;91;73
500;01.06.2021;М17;45;Поставка;30;36
501;01.06.2021;М17;47;Поставка;50;456
502;01.06.2021;М17;48;Продажа;185;155
503;01.06.2021;М17;49;Продажа;212;53
504;01.06.2021;М17;50;Продажа;36;127
505;01.06.2021;М17;55;Продажа;158;40
506;01.06.2021;М17;60;Поставка;50;140
507;01.06.2021;М17;63;Поставка;20;199
508;01.06.2021;М18;6;Продажа;120;185
509;01.06.2021;М18;7;Поставка;50;36
510;01.06.2021;М18;8;Поставка;200;57
511;01.06.2021;М18;14;Продажа;98;205
512;01.06.2021;М18;15;Поставка;100;64
513;01.06.2021;М18;15;Продажа;109;58
514;01.06.2021;М18;16;Поставка;50;456
515;01.06.2021;М18;17;Поставка;100;145
516;01.06.2021;М18;19;Поставка;100;180
517;01.06.2021;М18;21;Поставка;50;187
518;01.06.2021;М18;22;Продажа;27;508
519;01.06.2021;М18;28;Поставка;100;35
520;01.06.2021;М18;29;Поставка;300;39
521;01.06.2021;М18;30;Поставка;100;207
522;01.06.2021;М18;34;Продажа;143;119
523;01.06.2021;М18;45;Поставка;30;46
524;01.06.2021;М18;49;Поставка;200;47
525;01.06.2021;М18;50;Продажа;39;79
526;01.06.2021;М18;51;Продажа;59;433
527;01.06.2021;М18;52;Поставка;400;26
528;01.06.2021;М18;57;Поставка;200;281
529;01.06.2021;М18;57;Продажа;146;330
530;01.06.2021;М18;60;Поставка;50;147
531;01.06.2021;М18;62;Продажа;33;112
532;01.06.2021;М19;4;Поставка;20;18
533;01.06.2021;М19;6;Поставка;30;216
534;01.06.2021;М19;6;Продажа;28;209
535;01.06.2021;М19;13;Продажа;52;54
536;01.06.2021;М19;16;Поставка;20;456
537;01.06.2021;М19;19;Продажа;39;236
538;01.06.2021;М19;20;Продажа;108;84
539;01.06.2021;М19;24;Поставка;30;171
540;01.06.2021;М19;27;Продажа;8;473
541;01.06.2021;М19;29;Поставка;100;38
542;01.06.2021;М19;29;Продажа;79;37
543;01.06.2021;М19;33;Продажа;39;46
544;01.06.2021;М19;34;Продажа;43;141
545;01.06.2021;М19;36;Поставка;20;385
546;01.06.2021;М19;42;Продажа;23;70
547;01.06.2021;М19;43;Продажа;26;75
548;01.06.2021;М19;44;Поставка;30;53
549;01.06.2021;М19;45;Поставка;10;42
550;01.06.2021;М19;50;Продажа;12;112
551;01.06.2021;М19;54;Поставка;100;110
552;01.06.2021;М19;54;Продажа;71;130
553;01.06.2021;М19;57;Продажа;49;446
554;01.06.2021;М20;2;Поставка;200;63
555;01.06.2021;М20;4;Поставка;100;18
556;01.06.2021;М20;6;Поставка;300;155
557;01.06.2021;М20;6;Продажа;252;232
558;01.06.2021;М20;8;Поставка;500;56
559;01.06.2021;М20;9;Поставка;200;82
560;01.06.2021;М20;12;Продажа;227;163
561;01.06.2021;М20;13;Продажа;486;42
562;01.06.2021;М20;14;Поставка;200;154
563;01.06.2021;М20;17;Поставка;200;204
564;01.06.2021;М20;22;Поставка;50;322
565;01.06.2021;М20;25;Поставка;100;119
566;01.06.2021;М20;26;Продажа;298;68
567;01.06.2021;М20;28;Продажа;297;34
568;01.06.2021;М20;34;Поставка;300;107
569;01.06.2021;М20;35;Поставка;600;55
570;01.06.2021;М20;36;Поставка;200;406
571;01.06.2021;М20;36;Продажа;165;417
572;01.06.2021;М20;39;Поставка;100;356
573;01.06.2021;М20;41;Продажа;316;102
574;01.06.2021;М20;42;Продажа;151;85
575;01.06.2021;М20;44;Поставка;200;56
576;01.06.2021;М20;47;Поставка;100;404
577;01.06.2021;М20;52;Поставка;700;29
578;01.06.2021;М20;54;Поставка;500;76
579;01.06.2021;М20;56;Поставка;200;93
580;01.06.2021;М20;59;Продажа;183;262
581;01.06.2021;М20;62;Продажа;66;154
582;01.06.2021;М20;64;Поставка;600;48
583;01.06.2021;М21;1;Продажа;23;295
584;01.06.2021;М21;4;Поставка;20;18
585;01.06.2021;М21;7;Продажа;16;39
586;01.06.2021;М21;9;Продажа;32;85
587;01.06.2021;М21;11;Продажа;18;257
588;01.06.2021;М21;12;Поставка;40;134
589;01.06.2021;М21;13;Поставка;50;40
590;01.06.2021;М21;13;Продажа;53;47
591;01.06.2021;М21;15;Продажа;24;61
592;01.06.2021;М21;17;Поставка;20;155
593;01.06.2021;М21;17;Продажа;26;231
594;01.06.2021;М21;18;Поставка;50;67
595;01.06.2021;М21;20;Поставка;100;81
596;01.06.2021;М21;21;Поставка;20;184
597;01.06.2021;М21;23;Продажа;17;600
598;01.06.2021;М21;29;Поставка;100;40
599;01.06.2021;М21;32;Продажа;47;83
600;01.06.2021;М21;34;Поставка;50;112
601;01.06.2021;М21;35;Поставка;50;50
602;01.06.2021;М21;37;Поставка;50;71
603;01.06.2021;М21;39;Продажа;14;544
604;01.06.2021;М21;41;Продажа;39;141
605;01.06.2021;М21;47;Поставка;20;555
606;01.06.2021;М21;50;Поставка;10;88
607;01.06.2021;М21;51;Поставка;10;440
608;01.06.2021;М21;53;Поставка;30;62
